Instrument,Biodiversity Targets,Targets Pollution,Cost of Pollution and Waste,Policy Waste,Commitment to Align Disclosures with TCFD Recommendations,Scope 1 Estimated Date,Emission Controversies Count,Fossil Fuel Debt Finance count,Climate Risk Insurance Count,Wastewater Management Controversies Count,Low Carbon Transition Controversies Count,Pollution Controversies Count,Total Waste To EVIC USD in million,Water Pollutant Emissions To EVIC USD in million,Ozone-Depleting Substances To EVIC USD in million,SOx Emissions To EVIC USD in million,Biodiversity Due Diligence,Biodiversity Risk Assessment,Biodiversity Commitment,Targets Waste,Policy Pollution,Facilities Water Discharge,Reporting Against the TCFD Recommendations,Scope 2 Estimated Date,Recent Emission Controversies Count,Recent Fossil Fuel Debt Finance Count,Recent Climate Risk Insurance Count,Recent Wastewater Management Controversies Count,Recent Pollution Controversies Count,Total Hazardous Waste To EVIC USD in million,Flaring Gases To EVIC USD in million,NOx Emissions To EVIC USD in million,VOC Emissions To EVIC USD in million,Accidental Spills To EVIC USD in million,"GHG Emissions Direct, Scope 1 - 5 year CAGR","GHG Emissions Indirect, Scope 2 - 5 year CAGR",CO2 Estimation Method,Ozone-Depleting Substances,NOx Emissions,VOC or Particulate Matter Emissions Reduction,Particulate Matter Emissions Reduction,Total Hazardous Waste To Revenues USD in million,Non-Hazardous Waste,TRWASTERECYCLINGRATIO,TRWASTEREDUCTIONINITIATIVES,Water Pollutant Emissions To Revenues USD in million,TRWATERPOLLUTANTEMISSIONS,"GHG Emissions Direct, Scope 1 - 3 year CAGR","GHG Emissions Indirect, Scope 2 - 3 year CAGR",Total CO2 Equivalent Emissions To Million Revenues USD YoY,Estimated CO2 Equivalents Emission Total,Flaring Gases,NOx and SOx Emissions Reduction,SOx Emissions,TRVOCEMISSIONSREDUCTION,TRVOCEMISSIONS,Waste Recycled To Total Waste,TRWASTETOTAL,TRWASTERECYCLEDTOTAL,Hazardous Waste,e-Waste Reduction,TRWATERDISCHARGED,ISO 14000 or EMS,EMS Certified Percent,Staff Transportation Impact Reduction,Environmental Expenditures Investments,Environmental Provisions,Self-Reported Environmental Fines,Flaring Gases To Revenues USD in million,NOx Emissions To Revenues USD in million,VOC Emissions To Revenues USD in million,Self-Reported Environmental Fines To Revenues in million,Environmental Restoration Initiatives,Accidental Spills,Environmental Expenditures,Environmental Investments Initiatives,Environmental Partnerships,Ozone-Depleting Substances To Revenues USD in million,SOx Emissions To Revenues USD in million,Accidental Spills To Revenues USD in million,Policy Nuclear Safety
PH.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,558058.0,,0,,,,0.85,,,,0,,No,,0,0,16100000,,,,,,1,,,0,0,,,,0
NSC.N,,,,,,,,,,,,,6.90318758177789,,,,,,,,,,,,,,,,,0.11182087065326,,,,,,,Reported,,,1,1,0.621813031161473,426598.0,,,,,,,,5080776.37,,1,,,,0.655225057769209,,,7024.0,1,,No,,0,1,56000000,,,,,,1,,40000000,1,1,,,,0
MSFT.OQ,0,0,0,0,0,,,,,,,,0.041780097858899,,9.04761962e-07,1.0857143538e-05,0,0,0,0,0,0,0,,,,,,,0.013149810348678,,0.000194523821726,0.000167380962881,,,,Reported,1.0,215.0,,0,0.115493114436242,31644.0,,,,,,,,3675474.0,,0,12.0,,,0.58064,,,14534.0,1,,ISO 14000,,1,,,,,,,,1,,,0,1,,,,0
HWM.N,0,0,0,1,1,,,,,,,,,,,0.000184681315883,0,0,0,0,1,0,0,,,,,,,,,0.020241486072494,0.010312149442064,,,,Reported,,391.28,1,1,,,,,,,,,,1010000.0,,1,3.57,,,,,,,0,,ISO 14000,16.0,0,1,8000000,0.0,,0.05512538743308,0.028083967314737,0.0,0,,3000000,0,0,,0.000502958579882,,0
BAX.N,,,,,,,,,,,,,1.49357176181317,0.003390699125008,,0.002621031225466,,,,,,,,,,,,,,0.18929669961699,,0.008903185432535,,,,,Reported,,428.0,,1,0.80091533180778,62700.0,,,,,,,,710000.0,,0,126.0,,,0.749,,,9100.0,1,,ISO 14000,49.167,0,0,18000000,0.0,,0.037669424397113,,0.0,1,,,0,1,,0.011089596901954,,0
HUM.N,,,,,,,,,,,,,0.031399838719083,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,0.0,1914.0,,,,,,,,100524.0,,0,,,,0.66039710031348,,,0.0,1,,No,,1,,,,,,,,0,,173000,1,1,,,,0
AXON.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Median,,,0,0,,,,,,,,,,12085.7,,0,,,,,,,,0,,No,,0,0,,,,,,,0,,,0,0,,,,0
ZBH.N,,,,,,,,,,,,,0.238701667763968,,,,,,,,,,,,,,,,,0.006111675178371,,,,,,,Reported,,,,0,0.039967737250102,3738.95019,,,,,,,,173568.0,,0,,,,0.583499832843324,,,244.90231,0,,No,,0,0,,,,,,,0,,,0,1,,,,0
TDY.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GILD.OQ,0,0,0,0,0,,,,,,,,0.172154573996509,,,,0,0,0,0,0,0,0,,,,,,,0.034415951342197,,,,,,,Reported,,,0,0,0.163927123702615,14728.0,,,,,,,,109346.0,,0,,,,0.469904389395915,,,3680.0,0,,ISO 14000,,1,0,,,,,,,0,,,0,0,,,,0
EPAM.N,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Median,,,,0,,,,,,,,,,27058.5,,0,,,,,,,,1,,No,,0,,,,,,,,0,,,0,1,,,,0
NOC.N,0,0,0,1,1,,,,,,,,0.325803025407723,,,,0,0,0,0,1,0,0,,,,,,,0.022453765851861,,,,,,,Reported,,,0,0,0.047516326349694,21724.0,,,,,,,,484959.0,,0,,,,0.56398937082119,,,1608.0,0,,ISO 14000,,1,0,448000000,30500.0,,,,0.901273603025915,1,,,0,1,,,,0
PNW.N,0,0,0,1,0,,,,,,,,77.1464378764545,,,0.142375449810651,0,0,0,0,1,0,0,,,,,,,0.050163095294825,,0.409728382378167,0.004319452108102,,,,Reported,,6547.0,0,0,0.230913782489041,1231912.0,,,,,,,,12312682.0,,1,2275.0,,,0.007496210956714,,,801.55,1,,ISO 14000,,1,1,,1200.0,,1.88608637509294,0.019883562182513,0.34570087828189,1,,,1,1,,0.655391248409416,,0
BFb.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,169686.74,,0,,,,,,,,1,,No,,1,0,,,,,,,1,,,0,1,,,,
DE.N,0,0,0,1,0,,,,,,,,0.755328617197048,,,,0,0,0,1,1,0,0,,,,,,,0.068484885957688,,,,,,,Reported,,,0,0,0.225070343275183,80223.0,,,,,,,,840500.0,,1,,,,0.78,,,7999.0,0,,ISO 14000,,0,0,,,,,,,1,,,0,0,,,,0
HSY.N,,,,,,,,,,,,,1.48381104408178,,,6.8611573624e-05,,,,,,,,,,,,,,0.002515757699539,,0.002224158511638,0.005440326025254,,,,Reported,,77.8,,0,0.011018936041587,51815.0,,,,,,,,373346.0,,0,2.4,,,0.822649943163208,,,88.0,0,,No,,0,1,,,,0.009741741182222,,,1,,,1,1,,0.000300516437498,,0
GL.N,,,,,,,,,,,,,0.159760469904491,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,5309.0,,0,,,,0.954089709762533,,,,0,,No,,1,0,,,,,,,0,,,0,0,,,,0
SLB.N,0,0,0,1,1,,,,,,,,2.93510427588027,,,,0,1,1,0,1,0,1,,,,,,,,,,,7.618063148e-06,,,Reported,,,0,0,,,,,,,,,,1951000.0,,0,,,,0.221428571428571,,,,0,,ISO 14000,10.0,0,1,,,,,,,0,0.36337,,1,1,,,1.5396381509e-05,0
AWK.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,578349.0,,0,,,,,,,,0,,No,,0,1,,,,,,,0,,2000000,0,0,,,,0
PKG.N,,,,,,,,,,,,,61.7638417642217,0.694952726955667,,0.114547184280827,,,,,,,,,,,,,,,,0.504007610835637,,,,,Reported,,6600.0,0,0,,,,,1.30672630415117,,,,,3110000.0,,0,1500.0,,,0.742334322453017,,,,0,,No,,0,1,24600000,,,0.947690363712074,,,0,,9000000,1,1,,0.215384173570926,,0
CPAY.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Median,,,0,0,,,,,,,,,,23901.3,,0,,,,,,,,0,,No,,1,0,,,,,,,1,,,0,0,,,,0
ADI.OQ,0,0,0,1,0,,,,,,,,0.094849272479143,,,,0,0,0,1,1,0,0,,,,,,,0.041007656973523,,,,,,,Reported,,,0,0,0.314134465241155,2471.0,,,,,,,,350000.0,,0,,,,0.516195699517574,,,1882.0,0,,ISO 14000,100.0,1,0,,,,,,,1,,,0,1,,,,0
MMC.N,0,0,0,0,1,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,109159.0,,0,,,,,,,,1,,No,,1,0,,,,,,,1,,,0,0,,,,0
IT.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,17513.4,,0,,,,,,,,1,,No,,0,,,,,,,,0,,,0,0,,,,0
ECL.N,,,,,,,,,,,,,0.691452111381778,0.031585624736939,1.1682154e-08,7.3597572203e-05,,,,,,,,,,,,,,0.333832162326009,,0.004626133109876,0.00016501042974,,,,Reported,0.0008,316.8,0,0,1.93898322335499,24490.0,,,0.183457447710811,,,,,456702.0,,0,5.04,,,0.37093197609343,,,22861.0,0,,ISO 14000,56.0,0,1,,0.0,,0.026869773201472,0.000958423097148,0.0,1,0.0,18600000,0,1,6.7852963e-08,0.000427473664569,0.0,0
BXP.N,,,,,,,,,,,,,0.797219591234922,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,111162.0,,0,,,,0.544123812185578,,,,1,,No,,1,0,,,,,,,0,,,0,1,,,,0
GE.N,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,2390000.0,,0,,,,,,,,0,,ISO 14000,,0,1,,25000.0,,,,0.277097349840946,1,,236000000,1,1,,,,0
ED.N,,,,,,,,,,,,,,,,0.000406795914509,,,,,,,,,,,,,,0.396056502366116,,0.020339795725458,,,,,Reported,,1000.0,0,0,1.5900702270129,,,,,,,,,3661000.0,,1,20.0,,,,,,19472.0,0,,ISO 14000,,0,1,857000000,,,0.081659317328107,,,1,,865000000,1,1,,0.001633186346562,,0
ALLE.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO2,,,,0,,,,,,,,,,104629.0,,0,,,,,,,,0,,ISO 14000,,0,1,19300000,,,,,,0,,1700000,0,0,,,,0
OTIS.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFC.N,0,0,0,0,1,,,,,,,,0.126417089873111,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,857929.0,,0,,,,0.647961571601332,,,,0,,No,,0,0,,,,,,,1,,,0,1,,,,0
CTVA.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Median,,,0,0,,,,,,,,,,5874090.0,,0,,,,,,,,0,,No,,0,1,336000000,,,,,,0,,13000000,0,1,,,,0
FTV.N,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Reported,,,1,0,,,,,,,,,,65456.0,,0,,,,,,,,0,,ISO 14000,30.0,1,0,,,,,,,0,,,0,0,,,,0
AEE.N,,,,,,,,,,,,,,,,1.61121794310792,,,,,,,,,,,,,,,,0.451756961705708,,,,,Reported,,13026.0,1,1,,,,,,,,,,30436198.0,,1,46458.0,,,,,,,1,,No,,1,0,,,,2.20406091370558,,,1,,,0,1,,7.86091370558376,,0
PRU.N,,,,,,,,,,,,,0.046545879703619,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,62148.0,,0,,,,0.417005223447475,,,,1,,No,,1,1,,,,,,,0,,,1,0,,,,0
DLTR.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Median,,,,0,,,,,,,,,,564332.0,,0,,,,,,,,0,,No,,0,,,,,,,,0,,,0,0,,,,0
CF.N,,,,,0,,,,,,,,2.32397686133659,,,0.001876336566246,,,,,,,0,,,,,,,0.258666398061108,,0.721853481843072,0.047913594459506,,,,Reported,,10772.0,0,0,0.935984481086324,30820.0,,,,,,,,18689037.0,,0,28.0,,,0.29757785467128,,,3860.0,0,,No,,0,1,,,,2.61202715809893,0.173375363724539,,1,,,1,1,,0.006789524733269,,0
NEE.N,0,0,0,1,0,,,,,,,,2.10781267587724,,,0.014965964249396,0,0,1,0,1,0,0,,,,,,,0.002021792027729,,0.072592765349912,,,,,Reported,,12039.0,0,0,0.017459904186628,349230.62,,,,,,,,49953427.0,,0,2482.0,,,0.993306355493693,,,335.3,1,,No,,0,0,,,,0.626900645698813,,,1,,,0,1,,0.129243907519267,,1
KLAC.OQ,,,,,,,,,,,,,0.070967655614663,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,0,0,0.0,1600.0,,,,,,,,34861.1,,0,,,,0.47,,,0.0,0,,ISO 14000,10.714,1,0,,,,,,,0,,,0,1,,,,0
AME.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,121000.0,,0,,,,,,,,0,,No,,0,1,28900000,,,,,,0,,6000000,0,0,,,,0
NUE.N,,,,,,,,,,,,,,,,0.336084792607172,,,,,,,,,,,,,,,,0.048012113229596,0.192048452918384,,,,Reported,,1051.011,1,1,,,,,,,,,,21208536.587,,0,7357.077,,,,,,,0,,ISO 14000,100.0,0,1,16400000,,,0.046527763636122,0.186111054544489,,0,,10000000,0,0,,0.325694345452855,,0
D.N,,,,,,,,,,,,,33.5080576525188,,,0.044326412765478,,,,,,,,,,,,,,0.048765435996882,,0.107889535414984,,,,,Reported,,11318.0,1,1,0.355230156933546,3510000.0,,,,,,,,40059000.0,,1,4650.0,,,0.371875475207237,,,5115.66949,1,,EMS,,1,1,,178200.0,,0.785917644608013,,12.3741406846747,1,,260000000,1,1,,0.322894243455316,,1
SJM.N,,,,,,,,,,,,,19.5609785219256,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,436027.0,,0,,,,,,,,0,,No,,0,0,,8236.0,,,,1.11946283182232,0,,,0,0,,,,0
EMR.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,777221.0,,0,,,,,,,,0,,No,,0,0,,2246.18,,,,0.122261049423035,0,,,0,0,,,,0
DVA.N,,,,,,,,,,,,,5.32018927319972,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,321592.0,,0,,,,,,,,1,,No,,1,,,,,,,,0,,,1,0,,,,0
COIN.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMS.N,,,,,0,,,,,,,,,,,0.211053373217543,,,,,,,0,,,,,,,0.000762262259259,,0.17895473462091,,,,,Reported,,5564.0,1,1,0.003577898550725,,,,,,,,,17635600.0,,1,6562.0,,,,,,23.7,0,,No,,0,1,,,,0.839975845410628,,,1,,,1,1,,0.990640096618357,,0
HPE.N,,,,,,,,,,,,,0.218325538270388,,4.53310227e-07,0.000714246927043,,,,,,,,,,,,,,0.001784909020378,,0.002265984499204,7.5646144197e-05,,,,Reported,0.016,79.98,0,0,0.00216234769178,7643.0,,,,,,,,390894.0,,0,25.21,,,0.852969114975344,,,63.0,1,,ISO 14000,100.0,1,0,,,,0.002745151879183,9.1642354556e-05,,0,,,0,1,5.49167668e-07,0.000865282306504,,0
BDX.N,,,,,,,,,,,,,0.802307496786582,,0.001186136804734,,,,,,,,,,,,,,,0.043373829503872,,,0.004060237523896,,,,Reported,104.0,,,0,0.219953730480046,66543.0,,,,,,,,402395.0,,0,,,,0.56746652261678,,,3803.0,1,,ISO 14000,,0,1,,,,,,,0,,,1,1,,,,0
MGM.N,0,0,0,1,0,,,,,,,,4.52571769037535,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,1005350.0,,0,,,,0.425,,,,1,,ISO 14000,91.4,0,1,,,,,,,0,,,1,1,,,,0
HUBB.N,,,,,1,,,,,,,,21.9636444819353,,,,,,,,,,1,,,,,,,0.151569338628747,,,,,,,Reported,,,0,0,0.416085547861507,220501.23009,,,,,,,,128051.0,,0,,,,0.889638406504368,,,1532.23503,0,,No,,0,0,7600000,,,,,,0,,,0,0,,,,0
ALGN.OQ,0,0,0,1,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Median,,,,0,,,,,,,,,,50441.1,,0,,,,,,,,0,,No,,1,0,,,,,,,0,,,0,1,,,,0
SRE.N,,,,,,,,,,,,,1.33173949113117,,,6.6068747816e-05,,,,,,,,,,,,,,0.051299629814537,,0.003808588025136,,,,,Reported,,276.7,0,0,0.344550244984746,93026.0,,,,,,,,5646000.0,,0,4.8,,,0.369704298574721,,,3727.0,1,,ISO 14000,,1,1,,3652.0,,0.025580105389664,,0.337616714430988,0,,85000000,0,1,,0.000443745955441,,0
REGN.OQ,0,0,0,1,1,,,,,,,,0.114477298349491,,,,0,0,0,0,0,0,1,,,,,,,0.01935606493832,,,,,,,Reported,,,0,0,0.123571571477328,5160.0,,,,,,,,91400.0,,0,,,,0.949565217391304,,,1050.0,1,,No,,1,0,,,,,,,1,,,0,1,,,,0
EFX.N,0,0,0,0,1,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,27940.0,,0,,,,,,,,1,,ISO 14000,,1,0,,,,,,,0,,,0,0,,,,0
USB.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO2,,,,0,,,,,,,,,,453809.0,,0,,,,,,,,0,,No,,0,1,,,,,,,1,,,1,1,,,,0
CSGP.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Median,,,,0,,,,,,,,,,5195.89,,0,,,,,,,,0,,No,,1,,,,,,,,1,,,0,0,,,,0
HCA.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Median,,,,0,,,,,,,,,,1049940.0,,0,,,,,,,,1,,No,,0,,,,,,,,0,,,0,1,,,,0
AVGO.OQ,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Median,,,0,0,,,,,,,,,,688202.0,,0,,,,,,,,0,,ISO 14000,,0,0,,,,,,,0,,,0,0,,,,0
DHR.N,0,0,0,1,0,,,,,,,,0.380405825496165,,,,0,0,0,0,1,0,0,,,,,,,0.148250401746611,,,,,,,Reported,,,,0,1.07654513985819,30195.0,,,,,,,,336561.0,,0,,,,0.59124,,,19282.0,0,,ISO 14000,40.0,0,0,126000000,,,,,,0,,,0,0,,,,0
NWSA.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,150653.0,,0,,,,,,,,1,,No,,0,,,,,,,,0,,,0,1,,,,0
ERIE.OQ,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Median,,,,0,,,,,,,,,,4012.77,,0,,,,,,,,0,,No,,0,0,,,,,,,0,,,0,0,,,,0
RTX.N,0,1,0,1,0,,,,,,,,,,,,0,0,0,1,0,0,0,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,2080000.0,,1,,,,,,,,0,,No,,0,1,896000000,,,,,,0,,52000000,0,1,,,,0
AAPL.OQ,0,0,0,1,1,,,,,,,,0.022842467323472,,,,0,0,0,0,1,0,0,,,,,,,0.000918802666006,,,,,,,Reported,,,1,1,0.006805695645047,44578.91635,,,,,,,,937630.0,,1,,,,0.703513192197246,,,1868.26554,1,,ISO 14000,,1,1,,,,,,,1,,,1,1,,,,0
CME.OQ,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Median,,,,0,,,,,,,,,,25616.5,,0,,,,,,,,0,,No,,1,0,,,,,,,0,,,0,0,,,,0
ADM.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,17100000.0,,0,,,,,,,,0,,No,,0,1,,,,,,,1,,48000000,1,1,,,,0
APD.N,0,0,0,1,0,,,,,,,,,0.000186493703034,,0.001351127848509,0,0,0,0,1,0,0,,,,,,,0.053499217565443,,0.028449804697486,0.001682249321243,,,,Reported,,1495.0,1,1,0.315208586260638,5207.84371,,,0.001098790209555,,,,,26500000.0,,1,71.0,,,,,,2811.31386,0,,ISO 14000,,0,1,,4400.0,,0.167621567682113,0.009911536175986,0.4933343798002,1,,14200000,1,1,,0.007960622946776,,0
FANG.OQ,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0.392320314488027,0.00021375515673,,,Reported,,,1,0,,,,,,,,,,1852950.0,,0,,,,,,,,0,,No,,0,0,,0.0,,,2.15716448032291,0.0,0,4.659,,0,1,,,0.001175327951564,0
WRB.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO2,,,,0,,,,,,,,,,1368.17,,0,,,,,,,,1,,No,,1,0,,,,,,,0,,,0,0,,,,0
AXP.N,0,0,0,1,1,,,,,,,,0.020897593265498,,,,0,0,0,1,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,138327.0,,0,,,,0.377016129032258,,,,0,,ISO 14000,100.0,1,0,,0.0,,,,0.0,1,,,0,1,,,,0
CLX.N,,,,,,,,,,,,,3.25485824834536,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,1,1,,,,,,,,,,272000.0,,1,,,,0.863516806024697,,,,1,,No,,1,0,27000000,,,,,,0,,,0,1,,,,0
DOV.N,0,0,0,1,1,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,156959.0,,0,,,,,,,,0,,ISO 14000,,0,0,30600000,,,,,,0,,,0,0,,,,0
FSLR.OQ,,,,,,,,,,,,,6.51317809529783,,,,,,,,,,,,,,,,,1.45544564241043,,,,,,,Reported,,,0,0,3.02796138704463,32231.0,,,,,,,,468212.0,,0,,,,0.66,,,9275.0,1,,ISO 14000,100.0,0,0,,,,,,,1,,,0,1,,,,0
MTB.N,,,,,,,,,,,,,0.118685662428932,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,48141.0,,0,,,,0.436370001314998,,,,0,,No,,1,0,,,,,,,1,,,0,0,,,,0
FDX.N,0,0,0,1,0,,,,,,,,7.50830038264807,,,0.191234531974934,0,0,0,0,1,0,0,,,,,,,0.050344004842994,,1.28976875384289,,,,,Reported,,74526.0,0,0,0.041740203463762,430939.0,,,,,,,,16402161.0,,0,11050.0,,,0.615379118954104,,,2909.0,1,,ISO 14000,12.12,0,1,,5280.0,,1.06934699324179,,0.075760836812879,0,,,1,1,,0.158552508860287,,0
TROW.OQ,,,,,,,,,,,,,0.040990467051626,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,26215.0,,0,,,,0.967848309975268,,,,1,,No,,0,0,,,,,,,0,,,0,0,,,,0
JKHY.OQ,,,,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,32359.8,,0,,,,,,,,0,,No,,0,,,,,,,,0,,,0,0,,,,0
O.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,335.0,,0,,,,,,,,1,,No,,1,0,,,,,,,1,,,0,1,,,,0
MLM.N,0,0,0,1,1,,,,,,,,,,,,0,0,1,0,1,0,0,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,5176000.0,,0,,,,,,,,0,,No,,0,1,,,,,,,1,,,1,0,,,,0
RVTY.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.N,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Median,,,,0,,,,,,,,,,24722.1,,1,,,,,,,,1,,No,,0,0,,,,,,,1,,,0,1,,,,0
QCOM.OQ,0,0,0,1,0,,,,,,,,0.03486170968274,,,3.115925681e-06,0,0,0,0,0,0,0,,,,,,,0.000339086030037,,7.3865767624e-05,6.323496236e-06,,,,Reported,,8.06,1,0,0.001890359168242,3767.0,,,,,,,,189350.0,,1,0.34,,,0.45478443743428,,,37.0,1,,No,,1,0,,,,0.000411791753947,3.5252643948e-05,,0,,,0,1,,1.7370868032e-05,,0
IPG.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,92521.0,,0,,,,,,,,1,,No,,1,,,0.0,,,,0.0,0,,,0,1,,,,0
PHM.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Median,,,0,0,,,,,,,,,,40710.9,,0,,,,,,,,0,,No,,0,0,,,,,,,0,,,0,1,,,,0
ULTA.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,151005.0,,0,,,,,,,,0,,No,,0,,,,,,,,0,,,0,0,,,,0
KO.N,0,0,0,1,1,,,,,,,,5.23489370178732,,,,0,0,0,0,0,1,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,5550000.0,,0,,,,0.87,,,,0,,EMS,,0,1,,,,,,,1,,1471900,0,1,,,,0
CSCO.OQ,0,0,0,0,1,,,,,,,,0.039369098836842,,,2.212589857e-06,0,0,0,0,0,0,0,,,,,,,0.002313843968597,,0.000585023758673,,,,,Reported,,156.0,,0,0.011887330456227,9881.0,,,,,,,,698607.0,,1,0.59,,,0.749,,,617.0,1,,ISO 14000,,1,1,,,,0.003005548705302,,,0,0.0,,1,1,,1.1367139334e-05,,0
WTW.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,52182.0,,0,,,,,,,,1,,No,,1,0,,,,,,,0,,,0,0,,,,0
ANET.N,,,,,,,,,,,,,0.001811011492515,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,5099.0,,0,,,,0.917217129222655,,,,1,,ISO 14000,,1,0,,,,,,,1,,,0,1,,,,0
ES.N,,,,,,,,,,,,,0.551051114893202,,,1.617408614e-06,,,,,,,,,,,,,,0.089789283931191,,0.002849411861656,0.000889343679493,,,,Reported,,123.32,0,0,0.456008552213918,19963.0,,,,,,,,713754.0,,0,0.07,,,0.305757054803136,,,3886.0,0,,No,,1,1,81000000,8625.0,,0.014471172068713,0.004516667312072,1.01211368060861,1,,10200000,1,1,,8.214255959e-06,,0
CTAS.OQ,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,729089.0,,0,,,,,,,,0,,No,,0,1,,,,,,,0,,20000000,1,1,,,,0
GPN.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Median,,,0,0,,,,,,,,,,51774.7,,0,,,,,,,,1,,No,,1,0,,,,,,,0,,,0,0,,,,0
